page_id,source_path,title,nav_section,nav_order,nav_depth,in_myst_toc,derived_live_url,live_url,http_status,content_status,webapp_categories,live_checked_at,route_status,heading_count,headings,code_fence_count,external_link_count,image_ref_count,bytes,sha256,source_url
fc-page-docs-catalysts-examples-tutorials-ocp-introduction-md,docs/catalysts/examples_tutorials/OCP-introduction.md,Intro to Adsorption Energies,Heterogeneous Catalysis,41,1,True,https://fair-chem.github.io/ocp-introduction/,https://fair-chem.github.io/ocp-introduction,200,live,tutorial | catalysis,2026-08-21,live_verified,14,"Intro to Adsorption Energies | Intro to Adsorption energies | Login using the huggingface-cli utility | alternatively, | Exercises | Trends in adsorption energies across metals. | Site correlations | Exercises | Next steps | Convergence study | Effects of number of layers | Effects of relaxation | Unit cell size | Summary",17,1,0,17609,2f0fbd713e84c2565387fc6028af42f8850f7296d842b4661eff61f565d03fc7,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/examples_tutorials/OCP-introduction.md
fc-page-docs-catalysts-examples-tutorials-adsorbml-walkthrough-md,docs/catalysts/examples_tutorials/adsorbml_walkthrough.md,AdsorbML Tutorial,Heterogeneous Catalysis,43,1,True,https://fair-chem.github.io/adsorbml-walkthrough/,https://fair-chem.github.io/adsorbml-walkthrough,200,live,tutorial | catalysis | adsorbml,2026-08-21,live_verified,6,"AdsorbML Tutorial | Login using the huggingface-cli utility | alternatively, | Define desired adsorbate+slab system | Run heuristic/random adsorbate placement and ML relaxations | Write VASP input files",8,2,0,5373,e66e3b5f528e4e2ff707bbb5a356f2d0ce2d440da7221aafbdcac272b4addb0f,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/examples_tutorials/adsorbml_walkthrough.md
fc-page-docs-catalysts-examples-tutorials-adsorption-energies-adsorption-energies-md,docs/catalysts/examples_tutorials/adsorption_energies/adsorption_energies.md,Expert Adsorption Energies,Heterogeneous Catalysis,42,1,True,https://fair-chem.github.io/adsorption-energies/,https://fair-chem.github.io/adsorption-energies,200,live,tutorial | catalysis,2026-08-21,live_verified,11,"Expert Adsorption Energies | Login using the huggingface-cli utility | alternatively, | Introduction | Enumerate the adsorbate-slab configurations to run relaxations on | Work out a single example | Run an ML relaxation | Run all the systems | Parse the trajectories and post-process | Make parity plots for values obtained by ML v. reported in the paper | Make figure 6b and compare to literature results",19,0,0,17908,65a6bd3fb10a2bffebc4bfdcc84af4252470bfcbceaec5928a67aaff1221c828,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/examples_tutorials/adsorption_energies/adsorption_energies.md
fc-page-docs-catalysts-examples-tutorials-cattsunami-tutorial-md,docs/catalysts/examples_tutorials/cattsunami_tutorial.md,Transition State Search (NEBs),Heterogeneous Catalysis,44,1,True,https://fair-chem.github.io/cattsunami-tutorial/,https://fair-chem.github.io/cattsunami-tutorial,200,live,tutorial | catalysis | transition_state,2026-08-21,live_verified,7,"Transition State Search (NEBs) | Login using the huggingface-cli utility | alternatively, | Do enumerations in an AdsorbML style | Enumerate NEBs | Run NEBs | Visualize the results",20,0,1,9400,9a8db9cba889a2ddb4646699868c6714c06c36fbcf59f7e9be64f8031dd4f472,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/examples_tutorials/cattsunami_tutorial.md
fc-page-docs-catalysts-examples-tutorials-ocpapi-md,docs/catalysts/examples_tutorials/ocpapi.md,ocpapi,Heterogeneous Catalysis,45,1,True,https://fair-chem.github.io/ocpapi/,https://fair-chem.github.io/ocpapi,200,live,api_guide | catalysis | remote_service,2026-08-21,live_verified,17,"ocpapi | Installation | Login using the huggingface-cli utility | alternatively, | Quickstart | Note about async methods | Search over all surfaces | Supported bulks and adsorbates | Skip relaxation approval prompts | Persisting results | Viewing results in the web UI | Advanced usage | Changing the model type | Converting to [ase.Atoms](https://wiki.fysik.dtu.dk/ase/ase/atoms.html) objects | Converting to other structure formats | License | Citing ocpapi",16,9,0,10605,3f1edaa90e8d79cceda06d0731db5ebe8ae14ebab7e965a9201fad1887641a48,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/examples_tutorials/ocpapi.md
fc-page-docs-catalysts-examples-tutorials-summary-md,docs/catalysts/examples_tutorials/summary.md,Examples & Tutorials,Heterogeneous Catalysis,40,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-4,200,live,section_index | tutorial | catalysis,2026-08-21,live_verified,1,Examples & Tutorials,1,0,0,1633,1054852d352b4c0bdf1094f6bacd13d4b44b9c1b6ae1659ccedd1bc16e86d225,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/examples_tutorials/summary.md
fc-page-docs-catalysts-models-md,docs/catalysts/models.md,Pretrained Models,Heterogeneous Catalysis,39,1,True,https://fair-chem.github.io/models/,https://fair-chem.github.io/models-1,200,live,model_catalog | catalysis | legacy,2026-08-21,live_verified,7,Pretrained Models | Legacy FAIRChemV1 Models Trained on Open Catalyst 2020 (OC20) | S2EF models: optimized for EFwT | S2EF models: optimized for force only | IS2RE models | Open Catalyst 2022 (OC22) | S2EF-Total models,3,117,0,22985,03673f35e7d87cc70d69a6474ae82978f1fb6325a4d28427905322bd0eee63df,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/catalysts/models.md
fc-page-docs-core-common-tasks-ase-calculator-md,docs/core/common_tasks/ase_calculator.md,Inference using ASE and Predictor Interface,AI/ML Models & Usage,10,1,True,https://fair-chem.github.io/ase-calculator/,https://fair-chem.github.io/ase-calculator,200,live,api_guide | inference | simulation,2026-08-21,live_verified,9,"Inference using ASE and Predictor Interface | Login using the huggingface-cli utility | alternatively, | Default mode | Batch mode | Turbo mode | Custom modes for advanced users | Enabling gradient stress or Hessian prediction | Multi-GPU Inference",10,6,0,10704,d63ffe289534ef2de48a4eaf28b72dab4e3fd8501f110f07de4be86a2cb9f31f,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/ase_calculator.md
fc-page-docs-core-common-tasks-ase-dataset-creation-md,docs/core/common_tasks/ase_dataset_creation.md,FAIRChem and Custom Datasets,AI/ML Models & Usage,14,1,True,https://fair-chem.github.io/ase-dataset-creation/,https://fair-chem.github.io/ase-dataset-creation,200,live,data | api_guide,2026-08-21,live_verified,6,FAIRChem and Custom Datasets | Datasets in FAIRChem | Custom ASE Databases | Using ASE-Readable Files | Single-Structure Files | Multi-structure Files,3,2,0,5133,13b310f7982a75cc02f973159e2deb891c681ec9553bdfa1479fc3e9c8efbba2,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/ase_dataset_creation.md
fc-page-docs-core-common-tasks-batch-inference-md,docs/core/common_tasks/batch_inference.md,Batch Inference with UMA Models,AI/ML Models & Usage,12,1,True,https://fair-chem.github.io/batch-inference/,https://fair-chem.github.io/batch-inference,200,live,api_guide | inference,2026-08-21,live_verified,6,"Batch Inference with UMA Models | Login using the huggingface-cli utility | alternatively, | Generate Batches at Runtime | Batch Inference Using a Dataset and DataLoader | Inference over Heterogeneous Batches",7,1,0,4405,9780bd7ed61fffc67eb55e579a7540e4152df5edff3fd6efe8e0c659cb220d43,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/batch_inference.md
fc-page-docs-core-common-tasks-benchmark-md,docs/core/common_tasks/benchmark.md,Running Model Benchmarks,Unlisted tracked page,,,False,https://fair-chem.github.io/benchmark/,https://fair-chem.github.io/benchmark/,404,source_only_orphan,benchmark | source_only,2026-08-21,source_only_orphan,10,Running Model Benchmarks | Available Benchmark Configurations | Running Benchmarks | Benchmark Configuration File Format | Top-Level Keys | CalculateRunners | BenchmarkReducers | Inference & Training Perf Check | Inference Benchmark | Training Benchmark,5,1,0,10501,4730dc3fbea124e9c1ef1aeafab76247c15f0f584209e63bed1c311c773a1c79,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/benchmark.md
fc-page-docs-core-common-tasks-evaluation-md,docs/core/common_tasks/evaluation.md,Evaluating Pretrained Models,AI/ML Models & Usage,16,1,True,https://fair-chem.github.io/evaluation/,https://fair-chem.github.io/evaluation,200,live,evaluation | cli,2026-08-21,live_verified,7,Evaluating Pretrained Models | Running Model Evaluations | Evaluation Configuration File Format | Top-Level Keys | Under job: | Under runner: | Using the defaults Key to Define Config Groups,4,1,0,4981,187eb50682936562f844a809fc7f53505c064a45f1b0e282b3c3c9fb7c287055,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/evaluation.md
fc-page-docs-core-common-tasks-fine-tuning-md,docs/core/common_tasks/fine_tuning.md,Fine-tuning,AI/ML Models & Usage,17,1,True,https://fair-chem.github.io/fine-tuning/,https://fair-chem.github.io/fine-tuning,200,live,training | fine_tuning,2026-08-21,live_verified,8,Fine-tuning | Generating Training/Fine-tuning Datasets | Model Fine-tuning (Default Settings) | Advanced Configuration | Logging and Artifacts | Distributed Training | Resuming Runs | Running Inference on the Fine-tuned Model,8,7,0,8609,eb35f1621c8b6a8531f99783abb1a889a0317b88d3658b1f8cbf02856243990d,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/fine_tuning.md
fc-page-docs-core-common-tasks-inference-batcher-md,docs/core/common_tasks/inference_batcher.md,Batched Atomic Simulations with InferenceBatcher,AI/ML Models & Usage,13,1,True,https://fair-chem.github.io/inference-batcher/,https://fair-chem.github.io/inference-batcher,200,experimental,api_guide | inference | simulation,2026-08-21,live_verified,10,"Batched Atomic Simulations with InferenceBatcher | Login using the huggingface-cli utility | alternatively, | Basic Setup | Writing Simulation Functions | Running Batched Relaxations | Using executor.map | Using executor.submit for more control | Running Batched Molecular Dynamics | When to Use InferenceBatcher",8,0,0,6332,11796b111210c7910eb5450c270827503acbdb82338b42437186c784d1831937,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/inference_batcher.md
fc-page-docs-core-common-tasks-lammps-md,docs/core/common_tasks/lammps.md,LAMMPS Integration,AI/ML Models & Usage,11,1,True,https://fair-chem.github.io/lammps/,https://fair-chem.github.io/lammps,200,live,integration | inference | simulation,2026-08-21,live_verified,4,LAMMPS Integration | Usage Notes | Install and Run | Multi-GPU Parallelism,3,9,0,5308,80a0cfa0c11546dc9be76fdce82a40c6c5ec8ee978b45572c755f6ddc28d87c8,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/lammps.md
fc-page-docs-core-common-tasks-summary-md,docs/core/common_tasks/summary.md,Common Tasks,AI/ML Models & Usage,9,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary,200,live,section_index,2026-08-21,live_verified,1,Common Tasks,0,0,0,1631,8b320ae0955fba388cea67d4de07b60e82c1221b7b17b9a54058db8bdfbba1dd,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/summary.md
fc-page-docs-core-common-tasks-training-md,docs/core/common_tasks/training.md,Training Models from Scratch,AI/ML Models & Usage,15,1,True,https://fair-chem.github.io/training/,https://fair-chem.github.io/training,200,live,training | cli | distributed,2026-08-21,live_verified,9,Training Models from Scratch | FAIRChem Training Framework Overview | FAIRChem v2 CLI | FAIRChem v2 Config Structure | Example Configurations | Config Object Instantiation | Runtime Instantiation with Partial Functions | Training UMA | Example Commands,9,12,0,8211,1e6252a8bccd26e5569801a88086143e10971b57c0714e0ebd66e43b0ebaacc8,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/training.md
fc-page-docs-core-common-tasks-workflows-md,docs/core/common_tasks/workflows.md,Calculation Workflows with FAIRChem Models,AI/ML Models & Usage,18,1,True,https://fair-chem.github.io/workflows/,https://fair-chem.github.io/workflows,200,live,workflows | simulation | quacc,2026-08-21,live_verified,1,Calculation Workflows with FAIRChem Models,1,1,0,1447,829b7a6e0fc990c01f7314e7e288377979851c36bf06fee0a06e3f8923a994a1,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/common_tasks/workflows.md
fc-page-docs-core-fair-chemistry-papers-md,docs/core/fair_chemistry_papers.md,FAIR Chemistry Papers,Home,24,0,True,https://fair-chem.github.io/fair-chemistry-papers/,https://fair-chem.github.io/fair-chemistry-papers,200,live,papers | index,2026-08-21,live_verified,9,FAIR Chemistry Papers | Universal Models & Architectures | Datasets | Generative Models | Sampling & Molecular Dynamics | Applications & Discovery | Training Methods & Techniques | Electronic Structure & Properties | Perspectives & Introductions,8,42,0,27005,02bcb0c2b23eddd15b7c541364482ab35cd51fd90565c7e6581455014f53e9fb,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/fair_chemistry_papers.md
fc-page-docs-core-fairchemv1-v2-md,docs/core/fairchemv1_v2.md,fairchem>=2.0,Quickstart,4,1,True,https://fair-chem.github.io/fairchemv1-v2/,https://fair-chem.github.io/fairchemv1-v2,200,live,migration | legacy,2026-08-21,live_verified,4,fairchem>=2.0 | Using Fairchem V1 | Projects and models built on fairchem version v2 | Projects and models built on fairchem version v1,2,0,0,3998,2435cdf002d6fd49fa54a10cf3eecc6d896e9a1de86120f44b08ce629baacd64,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/fairchemv1_v2.md
fc-page-docs-core-generative-models-md,docs/core/generative_models.md,Generative Models,AI/ML Models & Usage,23,1,True,https://fair-chem.github.io/generative-models/,https://fair-chem.github.io/generative-models,200,live,generative | papers | code_index,2026-08-21,live_verified,1,Generative Models,0,0,0,2254,f47a3b286d708bbae597d43ffdfcd86acd4b175e6004ade335db4073c61f207b,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/generative_models.md
fc-page-docs-core-install-md,docs/core/install.md,Installation & License,Quickstart,2,1,True,https://fair-chem.github.io/install/,https://fair-chem.github.io/install,200,live,install,2026-08-21,live_verified,13,Installation & License | Installation | Step 1: Create a virtual environment | Step 2: Install the package | Subpackages | Data Packages | Application Packages | Integration & Demo Packages | Access to gated models on HuggingFace | License | Repository software | Terms of use & privacy policy | Model checkpoints and datasets,4,2,0,5255,2aef1a6e446850d7e47607bafcc2bc22ef57cc0bcc4519aef5bf26fc781b2400,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/install.md
fc-page-docs-core-intro-md,docs/core/intro.md,GNNs for Chemistry,AI/ML Models & Usage,8,1,True,https://fair-chem.github.io/intro/,https://fair-chem.github.io/intro,200,live,concepts,2026-08-21,live_verified,3,GNNs for Chemistry | Background on DFT and machine learning potentials | FAIR Chemistry models,0,0,0,7184,f8074469225406dd4754b422a4031bc1cee4d2dc25e071bb5d55b5137e4565d7,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/intro.md
fc-page-docs-core-intro-series-md,docs/core/intro_series.md,Why model atoms for climate?,Learn More,65,1,True,https://fair-chem.github.io/intro-series/,https://fair-chem.github.io/intro-series,200,live,education,2026-08-21,live_verified,1,Why model atoms for climate?,0,1,0,770,72a0a9d5f638a10142440f247706aa74c0d794637195e02888f35b5eec529173,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/intro_series.md
fc-page-docs-core-quickstart-md,docs/core/quickstart.md,UMA Quick Start w/ ASE,Quickstart,3,1,True,https://fair-chem.github.io/quickstart/,https://fair-chem.github.io/quickstart,200,live,quickstart | inference | simulation,2026-08-21,live_verified,8,"UMA Quick Start w/ ASE | Available Tasks | Login using the huggingface-cli utility | alternatively, | Relax an adsorbate on a catalytic surface | Relax an inorganic crystal | Run molecular MD | Calculate a spin gap",14,2,0,6128,df39f4007080dcf0286c85b2ceb1e52990216959bc198c97eadc685732d91fc2,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/quickstart.md
fc-page-docs-core-uma-md,docs/core/uma.md,UMA Models,AI/ML Models & Usage,6,1,True,https://fair-chem.github.io/uma/,https://fair-chem.github.io/uma,200,live,model,2026-08-21,live_verified,3,UMA Models | The UMA Mixture-of-Linear-Experts routing function | The UMA task,0,9,1,6960,430c8345d75b6dbdba1d09b1f692a0f8e75e612f4855738efecd63ce80aeca61,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/uma.md
fc-page-docs-core-uma-changelog-md,docs/core/uma_changelog.md,UMA Release Changelog,AI/ML Models & Usage,7,1,True,https://fair-chem.github.io/uma-changelog/,https://fair-chem.github.io/uma-changelog,200,live,model | changelog,2026-08-21,live_verified,11,UMA Release Changelog | Library compatibility — UMA 1.0 deprecation | UMA 1.2 | Model Highlights | Available Tasks (7 total) | Large-Scale Inference & Molecular Dynamics | UMA 1.1 | Available Tasks (5 total) | UMA 1.0 | Available Tasks (5 total) | Key Features,0,8,0,5421,b95aed55157a5854f1a84200489b5dc2e18573e9a19724808880f8b028daacd8,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/uma_changelog.md
fc-page-docs-core-uma-faq-md,docs/core/uma_faq.md,UMA FAQ,AI/ML Models & Usage,19,1,True,https://fair-chem.github.io/uma-faq/,https://fair-chem.github.io/uma-faq,200,live,faq,2026-08-21,live_verified,1,UMA FAQ,1,1,0,1800,7c5f62398017c0d2b1d5b74f4946ff2aad2b9dc92a6579e709042061c815ba2f,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/core/uma_faq.md
fc-page-docs-dac-datasets-odac23-md,docs/dac/datasets/odac23.md,Open Direct Air Capture 2023 (ODAC23),MOFs for Direct Air Capture,61,1,True,https://fair-chem.github.io/odac23/,https://fair-chem.github.io/odac23,200,live,dataset | mof_dac,2026-08-21,live_verified,5,Open Direct Air Capture 2023 (ODAC23) | Structure to Energy and Forces (S2EF) task | Initial Structure to Relaxed Structure (IS2RS) / Relaxed Energy (IS2RE) tasks | DDEC Charges | Citing ODAC23,1,6,0,4255,b17753772b860082825484be6637e13bb1cb6715a20c826cbe2b16988b8b758e,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/dac/datasets/odac23.md
fc-page-docs-dac-datasets-odac25-md,docs/dac/datasets/odac25.md,ODAC25,MOFs for Direct Air Capture,60,1,True,https://fair-chem.github.io/odac25/,https://fair-chem.github.io/odac25,200,live,dataset | mof_dac,2026-08-21,live_verified,3,ODAC25 | Dataset format | Citing ODAC25,1,2,0,2248,c79e4c79804cedd83567cea11798e8d01acb1c900603399a852de74f716308e1,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/dac/datasets/odac25.md
fc-page-docs-dac-datasets-summary-md,docs/dac/datasets/summary.md,Datasets,MOFs for Direct Air Capture,59,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-8,200,live,section_index | data | mof_dac,2026-08-21,live_verified,1,Datasets,1,0,0,527,b3aaabb451b772244c9097698734e40ab40974288163996d152da07c3a88f67b,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/dac/datasets/summary.md
fc-page-docs-dac-examples-tutorials-adsorption-energy-md,docs/dac/examples_tutorials/adsorption_energy.md,Adsorption Energies in MOFs,MOFs for Direct Air Capture,64,1,True,https://fair-chem.github.io/adsorption-energy/,https://fair-chem.github.io/adsorption-energy,200,live,tutorial | mof_dac,2026-08-21,live_verified,8,"Adsorption Energies in MOFs | Loading Pre-trained Models | Login using the huggingface-cli utility | alternatively, | Adsorption in rigid MOFs: CO<sub>2</sub> Adsorption Energy in Mg-MOF-74 | Adsorption in flexible MOFs | H<sub>2</sub>O Adsorption Energy in Flexible WOBHEB with UMA | Acknowledgements & Authors",14,1,1,12327,0feb0ab6661e4540f86fbfec1bab5930f1e9311b26bbef927503fc28ac34fd25,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/dac/examples_tutorials/adsorption_energy.md
